Character	Dialog
KING	And the king's rouse the heavens shall bruit again,
KING	Re-speaking earthly thunder. Come away.
KING	Welcome, dear Rosencrantz and Guildenstern!
KING	Moreover that we much did long to see you,
KING	The need we have to use you did provoke
KING	Our hasty sending. Something have you heard
KING	Of Hamlet's transformation; so I call it,
KING	Since nor the exterior nor the inward man
KING	Resembles that it was. What it should be
KING	More than his father's death, that thus hath put him
KING	So much from the understanding of himself,
KING	I cannot dream of: I entreat you both,
KING	That, being of so young days brought up with him,
KING	And since so neighbour'd to his youth and humour,
KING	That you vouchsafe your rest here in our court
KING	Some little time; so by your companies
KING	To draw him on to pleasures, and to gather,
KING	So much as from occasion you may glean,
KING	Whe'r aught to us unknown afflicts him thus,
KING	That, open'd, lies within our remedy.
KING	Thanks, Rosencrantz and gentle Guildenstern.
KING	Thou still hast been the father of good news.
KING	O! speak of that; that do I long to hear.
KING	Thyself do grace to them, and bring them in.
KING	He tells me, my sweet queen, that he hath found
KING	The head and source of all your son's distemper.
KING	Well, we shall sift him.
KING	Welcome, my good friends!
KING	Say, Voltimand, what from our brother Norway?
KING	It likes us well;
KING	And at our more consider'd time we'll read,
KING	Answer, and think upon this business:
KING	Meantime we thank you for your well-took labour.
KING	Go to your rest; at night we'll feast together:
KING	Most welcome home.
KING	But how hath she
KING	Receiv'd his love?
KING	As of a man faithful and honourable.
KING	Do you think 'tis this?
KING	Not that I know.
KING	How may we try it further?
KING	We will try it.
KING	And can you, by no drift of circumstance,
KING	Get from him why he puts on this confusion,
KING	Grating so harshly all his days of quiet
KING	With turbulent and dangerous lunacy?
KING	With all my heart; and it doth much content me
KING	To hear him so inclin'd.
KING	Good gentlemen, give him a further edge,
KING	And drive his purpose on to these delights.
KING	Sweet Gertrude, leave us too;
KING	For we have closely sent for Hamlet hither,
KING	That he, as 'twere by accident, may here
KING	Affront Ophelia.
KING	Her father and myself, lawful espials,
KING	Will so bestow ourselves, that, seeing, unseen,
KING	We may of their encounter frankly judge,
KING	And gather by him, as he is behav'd,
KING	If 't be the affliction of his love or no
KING	That thus he suffers for.
KING	O! 'tis too true;
KING	How smart a lash that speech doth give my conscience!
KING	The harlot's cheek, beautied with plastering art,
KING	Is not more ugly to the thing that helps it
KING	Than is my deed to my most painted word:
KING	O heavy burden!
KING	Love! his affections do not that way tend;
KING	Nor what he spake, though it lack'd form a little,
KING	Was not like madness. There's something in his soul
KING	O'er which his melancholy sits on brood;
KING	And, I do doubt, the hatch and the disclose
KING	Will be some danger; which for to prevent,
KING	I have in quick determination
KING	Thus set it down: he shall with speed to England,
KING	For the demand of our neglected tribute:
KING	Haply the seas and countries different
KING	With variable objects shall expel
KING	This something-settled matter in his heart,
KING	Whereon his brains still beating puts him thus
KING	From fashion of himself. What think you on't?
KING	It shall be so:
KING	Madness in great ones must not unwatch'd go.
KING	How fares our cousin Hamlet?
KING	I have nothing with this answer, Hamlet; these words are not mine.
KING	Have you heard the argument? Is there no offence in 't?
KING	What do you call the play?
KING	Give me some light: away!
KING	I like him not, nor stands it safe with us
KING	To let his madness range. Therefore prepare you;
KING	I your commission will forth with dispatch,
KING	And he to England shall along with you.
KING	The terms of our estate may not endure
KING	Hazard so dangerous as doth hourly grow
KING	Out of his lunacies.
KING	Arm you, I pray you, to this speedy voyage;
KING	For we will fetters put upon this fear,
KING	Which now goes too free-footed.
KING	Thanks, dear my lord.
KING	O! my offence is rank, it smells to heaven;
KING	It hath the primal eldest curse upon't;
KING	A brother's murder! Pray can I not,
KING	Though inclination be as sharp as will:
KING	My stronger guilt defeats my strong intent;
KING	And, like a man to double business bound,
KING	I stand in pause where I shall first begin,
KING	And both neglect. What if this cursed hand
KING	Were thicker than itself with brother's blood,
KING	Is there not rain enough in the sweet heavens
KING	To wash it white as snow? Whereto serves mercy
KING	But to confront the visage of offence?
KING	And what's in prayer but this two-fold force,
KING	To be forestalled, ere we come to fall,
KING	Or pardon'd, being down? Then, I'll look up;
KING	My fault is past. But, O! what form of prayer
KING	Can serve my turn? 'Forgive me my foul murder?'
KING	That cannot be; since I am still possess'd
KING	Of those effects for which I did the murder,
KING	My crown, mine own ambition, and my queen.
KING	May one be pardon'd and retain the offence?
KING	In the corrupted currents of this world
KING	Offence's gilded hand may shove by justice,
KING	And oft 'tis seen the wicked prise itself
KING	Buys out the law; but 'tis not so above;
KING	There is no shuffling, there the action lies
KING	In his true nature, and we ourselves compell'd
KING	Even to the teeth and forehead of our faults
KING	To give in evidence. What then? what rests?
KING	Try what repentance can: what can it not?
KING	Yet what can it, when one can not repent?
KING	O wretched state! O bosom black as death!
KING	O limed soul, that struggling to be free
KING	Art more engaged! Help, angels! make assay;
KING	Bow, stubborn knees; and heart with strings of steel
KING	Be soft as sinews of the new-born babe.
KING	All may be well.
KING	My words fly up, my thoughts remain below:
KING	Words without thoughts never to heaven go.
KING	There's matter in these sighs, these profound heaves:
KING	You must translate; 'tis fit we understand them.
KING	Where is your son?
KING	What, Gertrude? How does Hamlet?
KING	O heavy deed!
KING	It had been so with us had we been there.
KING	His liberty is full of threats to all;
KING	To you yourself, to us, to every one.
KING	Alas! how shall this bloody deed be answer'd?
KING	It will be laid to us, whose providence
KING	Should have kept short, restrain'd, and out of haunt,
KING	This mad young man: but so much was our love,
KING	We would not understand what was most fit,
KING	But, like the owner of a foul disease,
KING	To keep it from divulging, let it feed
KING	Even on the pith of life. Where is he gone?
KING	O Gertrude! come away.
KING	The sun no sooner shall the mountains touch
KING	But we will ship him hence; and this vile deed
KING	We must, with all our majesty and skill,
KING	Both countenance and excuse. Ho! Guildenstern!
KING	Friends both, go join you with some further aid:
KING	Hamlet in madness hath Polonius slain,
KING	And from his mother's closet hath he dragg'd him:
KING	Go seek him out; speak fair, and bring the body
KING	Into the chapel. I pray you, haste in this.
KING	Come, Gertrude, we'll call up our wisest friends;
KING	And let them know both what we mean to do,
KING	And what's untimely done: so, haply, slander,
KING	Whose whisper o'er the world's diameter,
KING	As level as the cannon to his blank
KING	Transports his poison'd shot, may miss our name,
KING	And hit the woundless air. O! come away;
KING	My soul is full of discord and dismay.
KING	I have sent to seek him, and to find the body.
KING	How dangerous is it that this man goes loose!
KING	Yet must not we put the strong law on him:
KING	He's lov'd of the distracted multitude,
KING	Who like not in their judgment, but their eyes;
KING	And where 'tis so, the offender's scourge is weigh'd,
KING	But never the offence. To bear all smooth and even,
KING	This sudden sending him away must seem
KING	Deliberate pause: diseases desperate grown
KING	By desperate appliance are reliev'd,
KING	Or not at all.
KING	How now! what hath befall'n?
KING	But where is he?
KING	Bring him before us.
KING	Now, Hamlet, where's Polonius?
KING	At supper! Where?
KING	Alas, alas!
KING	What dost thou mean by this?
KING	Where is Polonius?
KING	Go seek him there.
KING	Hamlet, this deed, for thine especial safety,
KING	Which we do tender, as we dearly grieve
KING	For that which thou hast done, must send thee hence
KING	With fiery quickness: therefore prepare thyself;
KING	The bark is ready, and the wind at help,
KING	The associates tend, and every thing is bent
KING	For England.
KING	Ay, Hamlet.
KING	So is it, if thou knew'st our purposes.
KING	Thy loving father, Hamlet.
KING	Follow him at foot; tempt him with speed aboard:
KING	Delay it not, I'll have him hence to-night.
KING	Away! for every thing is seal'd and done
KING	That else leans on the affair: pray you, make haste.
KING	And, England, if my love thou hold'st at aught,—
KING	As my great power thereof may give thee sense,
KING	Since yet thy cicatrice looks raw and red
KING	After the Danish sword, and thy free awe
KING	Pays homage to us,—thou mayst not coldly set
KING	Our sovereign process, which imports at full,
KING	By letters conjuring to that effect,
KING	The present death of Hamlet. Do it, England;
KING	For like the hectic in my blood he rages,
KING	And thou must cure me. Till I know 'tis done,
KING	Howe'er my haps, my joys were ne'er begun.
KING	How do you, pretty lady?
KING	Conceit upon her father.
KING	Pretty Ophelia!
KING	How long hath she been thus?
KING	Follow her close; give her good watch, I pray you.
KING	O! this is the poison of deep grief; it springs
KING	All from her father's death. O Gertrude, Gertrude!
KING	When sorrows come, they come not single spies,
KING	But in battalions. First, her father slain;
KING	Next, your son gone; but he most violent author
KING	Of his own just remove: the people muddied,
KING	Thick and unwholesome in their thoughts and whispers,
KING	For good Polonius' death; and we have done but greenly,
KING	In hugger-mugger to inter him: poor Ophelia
KING	Divided from herself and her fair judgment,
KING	Without the which we are pictures, or mere beasts:
KING	Last, and as much containing as all these,
KING	Her brother is in secret come from France,
KING	Feeds on his wonder, keeps himself in clouds,
KING	And wants not buzzers to infect his ear
KING	With pestilent speeches of his father's death;
KING	Wherein necessity, of matter beggar'd,
KING	Will nothing stick our person to arraign
KING	In ear and ear. O my dear Gertrude! this,
KING	Like to a murdering-piece, in many places
KING	Gives me superfluous death.
KING	Where are my Switzers? Let them guard the door.
KING	What is the matter?
KING	The doors are broke.
KING	What is the cause, Laertes,
KING	That thy rebellion looks so giant-like?
KING	Let him go, Gertrude; do not fear our person:
KING	There's such divinity doth hedge a king,
KING	That treason can but peep to what it would,
KING	Acts little of his will. Tell me, Laertes,
KING	Why thou art thus incens'd. Let him go, Gertrude.
KING	Speak, man.
KING	Dead.
KING	Let him demand his fill.
KING	Who shall stay you?
KING	Good Laertes,
KING	If you desire to know the certainty
KING	Of your dear father's death, is't writ in your revenge,
KING	That, swoopstake, you will draw both friend and foe,
KING	Winner and loser?
KING	Will you know them then?
KING	Why, now you speak
KING	Like a good child and a true gentleman.
KING	That I am guiltless of your father's death,
KING	And am most sensibly in grief for it,
KING	It shall as level to your judgment pierce
KING	As day does to your eye.
KING	Laertes, I must common with your grief,
KING	Or you deny me right. Go but apart,
KING	Make choice of whom your wisest friends you will,
KING	And they shall hear and judge 'twixt you and me.
KING	If by direct or by collateral hand
KING	They find us touch'd, we will our kingdom give,
KING	Our crown, our life, and all that we call ours,
KING	To you in satisfaction; but if not,
KING	Be you content to lend your patience to us,
KING	And we shall jointly labour with your soul
KING	To give it due content.
KING	So you shall;
KING	And where the offence is let the great axe fall.
KING	I pray you go with me.
KING	Now must your conscience my acquittance seal,
KING	And you must put me in your heart for friend,
KING	Sith you have heard, and with a knowing ear,
KING	That he which hath your noble father slain
KING	Pursu'd my life.
KING	O! for two special reasons;
KING	Which may to you, perhaps, seem much unsinew'd,
KING	But yet to me they are strong. The queen his mother
KING	Lives almost by his looks, and for myself,—
KING	My virtue or my plague, be it either which,—
KING	She's so conjunctive to my life and soul,
KING	That, as the star moves not but in his sphere,
KING	I could not but by her. The other motive,
KING	Why to a public count I might not go,
KING	Is the great love the general gender bear him;
KING	Who, dipping all his faults in their affection,
KING	Would, like the spring that turneth wood to stone,
KING	Convert his gyves to graces; so that my arrows,
KING	Too slightly timber'd for so loud a wind,
KING	Would have reverted to my bow again,
KING	And not where I had aim'd them.
KING	Break not your sleeps for that; you must not think
KING	That we are made of stuff so flat and dull
KING	That we can let our beard be shook with danger
KING	And think it pastime. You shortly shall hear more;
KING	I lov'd your father, and we love ourself,
KING	And that, I hope, will teach you to imagine,—
KING	How now! what news?
KING	From Hamlet! who brought them?
KING	Laertes, you shall hear them.
KING	Leave us.
KING	High and mighty, you shall know I am set naked on your kingdom. To-morrow shall I beg leave to see your kingly eyes; when I shall, first asking your pardon thereunto, recount the occasions of my sudden and more strange return
KING	What should this mean? Are all the rest come back?
KING	Or is it some abuse and no such thing?
KING	'Tis Hamlet's character. 'Naked,'
KING	And in a postscript here, he says, 'alone.'
KING	Can you advise me?
KING	If it be so, Laertes,
KING	As how should it be so? how otherwise?
KING	Will you be rul'd by me?
KING	To thine own peace. If he be now return'd,
KING	As checking at his voyage, and that he means
KING	No more to undertake it, I will work him
KING	To an exploit, now ripe in my device,
KING	Under the which he shall not choose but fall;
KING	And for his death no wind of blame shall breathe,
KING	But even his mother shall uncharge the practice
KING	And call it accident.
KING	It falls right.
KING	You have been talk'd of since your travel much,
KING	And that in Hamlet's hearing, for a quality
KING	Wherein, they say, you shine; your sum of parts
KING	Did not together pluck such envy from him
KING	As did that one, and that, in my regard,
KING	Of the unworthiest siege.
KING	A very riband in the cap of youth,
KING	Yet needful too; for youth no less becomes
KING	The light and careless livery that it wears
KING	Than settled age his sables and his weeds,
KING	Importing health and graveness. Two months since
KING	Here was a gentleman of Normandy:
KING	I've seen myself, and serv'd against, the French,
KING	And they can well on horseback; but this gallant
KING	Had witchcraft in 't, he grew unto his seat,
KING	And to such wondrous doing brought his horse,
KING	As he had been incorps'd and demi-natur'd
KING	With the brave beast; so far he topp'd my thought,
KING	That I, in forgery of shapes and tricks,
KING	Come short of what he did.
KING	A Norman.
KING	The very same.
KING	He made confession of you,
KING	And gave you such a masterly report
KING	For art and exercise in your defence,
KING	And for your rapier most especially,
KING	That he cried out, 'twould be a sight indeed
KING	If one could match you; the scrimers of their nation,
KING	He swore, had neither motion, guard, nor eye,
KING	If you oppos'd them. Sir, this report of his
KING	Did Hamlet so envenom with his envy
KING	That he could nothing do but wish and beg
KING	Your sudden coming o'er, to play with him.
KING	Now, out of this,—
KING	Laertes, was your father dear to you?
KING	Or are you like the painting of a sorrow,
KING	A face without a heart?
KING	Not that I think you did not love your father,
KING	But that I know love is begun by time,
KING	And that I see, in passages of proof,
KING	Time qualifies the spark and fire of it.
KING	There lives within the very flame of love
KING	A kind of wick or snuff that will abate it,
KING	And nothing is at a like goodness still,
KING	For goodness, growing to a plurisy,
KING	Dies in his own too-much. That we would do,
KING	We should do when we would, for this 'would' changes,
KING	And hath abatements and delays as many
KING	As there are tongues, are hands, are accidents;
KING	And then this 'should' is like a spendthrift sigh,
KING	That hurts by easing. But, to the quick o' the ulcer;
KING	Hamlet comes back; what would you undertake
KING	To show yourself your father's son in deed
KING	More than in words?
KING	No place, indeed, should murder sanctuarize;
KING	Revenge should have no bounds. But, good Laertes,
KING	Will you do this, keep close within your chamber.
KING	Hamlet return'd shall know you are come home;
KING	We'll put on those shall praise your excellence,
KING	And set a double varnish on the fame
KING	The Frenchman gave you, bring you, in fine, together,
KING	And wager on your heads: he, being remise,
KING	Most generous and free from all contriving,
KING	Will not peruse the foils; so that, with ease
KING	Or with a little shuffling, you may choose
KING	A sword unbated, and, in a pass of practice
KING	Requite him for your father.
KING	Let's further think of this;
KING	Weigh what convenience both of time and means
KING	May fit us to our shape. If this should fail,
KING	And that our drift look through our bad performance
KING	'Twere better not assay'd; therefore this project
KING	Should have a back or second, that might hold,
KING	If this should blast in proof. Soft! let me see;
KING	We'll make a solemn wager on your cunnings:
KING	I ha't:
KING	When in your motion you are hot and dry,—
KING	As make your bouts more violent to that end,—
KING	And that he calls for drink, I'll have prepar'd him
KING	A chalice for the nonce, whereon but sipping,
KING	If he by chance escape your venom'd stuck,
KING	Our purpose may hold there. But stay! what noise?
KING	How now, sweet queen!
KING	Let's follow, Gertrude.
KING	How much I had to do to calm his rage!
KING	Now fear I this will give it start again;
KING	Therefore let's follow.
KING	Pluck them asunder.
KING	O! he is mad, Laertes.
KING	I pray you, good Horatio, wait upon him.
KING	Strengthen your patience in our last night's speech;
KING	We'll put the matter to the present push.
KING	Good Gertrude, set some watch over your son.
KING	This grave shall have a living monument:
KING	An hour of quiet shortly shall we see;
KING	Till then, in patience our proceeding be.
KING	Come, Hamlet, come, and take this hand from me.
KING	Give them the foils, young Osric. Cousin Hamlet,
KING	You know the wager?
KING	I do not fear it; I have seen you both;
KING	But since he is better'd, we have therefore odds.
KING	Set me the stoups of wine upon that table.
KING	If Hamlet give the first or second hit,
KING	Or quit in answer of the third exchange,
KING	Let all the battlements their ordnance fire;
KING	The king shall drink to Hamlet's better breath;
KING	And in the cup an union shall he throw,
KING	Richer than that which four successive kings
KING	In Denmark's crown have worn. Give me the cups;
KING	And let the kettle to the trumpet speak,
KING	The trumpet to the cannoneer without,
KING	The cannons to the heavens, the heavens to earth,
KING	'Now the king drinks to Hamlet!' Come, begin;
KING	And you, the judges, bear a wary eye.
KING	Stay; give me drink. Hamlet, this pearl is thine;
KING	Here's to thy health. Give him the cup.
KING	Our son shall win.
KING	Gertrude, do not drink.
KING	It is the poison'd cup! it is too late.
KING	I do not think 't
KING	Part them! they are incens'd
KING	She swounds to see them bleed.
KING	O! yet defend me, friends; I am but hurt.
LADY MACBETH	Thou'rt mad to say it.
LADY MACBETH	Is not thy master with him? who, were't so,
LADY MACBETH	Would have inform'd for preparation.
LADY MACBETH	Give him tending;
LADY MACBETH	He brings great news.—
LADY MACBETH	The raven himself is hoarse
LADY MACBETH	That croaks the fatal entrance of Duncan
LADY MACBETH	Under my battlements. Come, you spirits
LADY MACBETH	That tend on mortal thoughts! unsex me here,
LADY MACBETH	And fill me from the crown to the toe top full
LADY MACBETH	Of direst cruelty; make thick my blood,
LADY MACBETH	Stop up the access and passage to remorse,
LADY MACBETH	That no compunctious visitings of nature
LADY MACBETH	Shake my fell purpose, nor keep peace between
LADY MACBETH	The effect and it! Come to my woman's breasts,
LADY MACBETH	And take my milk for gall, you murdering ministers,
LADY MACBETH	Wherever in your sightless substances
LADY MACBETH	You wait on nature's mischief! Come, thick night,
LADY MACBETH	And pall thee in the dunnest smoke of hell,
LADY MACBETH	That my keen knife see not the wound it makes,
LADY MACBETH	Nor heaven peep through the blanket of the dark,
LADY MACBETH	To cry, 'Hold, hold!'
LADY MACBETH	Great Glamis! worthy Cawdor!
LADY MACBETH	Greater than both, by the all-hail hereafter!
LADY MACBETH	Thy letters have transported me beyond
LADY MACBETH	This ignorant present, and I feel now
LADY MACBETH	The future in the instant.
LADY MACBETH	And when goes hence?
LADY MACBETH	O! never
LADY MACBETH	Shall sun that morrow see.
LADY MACBETH	Your face, my thane, is as a book where men
LADY MACBETH	May read strange matters. To beguile the time,
LADY MACBETH	Look like the time; bear welcome in your eye,
LADY MACBETH	Your hand, your tongue: look like the innocent flower,
LADY MACBETH	But be the serpent under't. He that's coming
LADY MACBETH	Must be provided for; and you shall put
LADY MACBETH	This night's great business into my dispatch;
LADY MACBETH	Which shall to all our nights and days to come
LADY MACBETH	Give solely sovereign sway and masterdom.
LADY MACBETH	Only look up clear;
LADY MACBETH	To alter favour ever is to fear.
LADY MACBETH	Leave all the rest to me.
LADY MACBETH	All our service,
LADY MACBETH	In every point twice done, and then done double,
LADY MACBETH	Were poor and single business, to contend
LADY MACBETH	Against those honours deep and broad wherewith
LADY MACBETH	Your majesty loads our house: for those of old,
LADY MACBETH	And the late dignities heap'd up to them,
LADY MACBETH	We rest your hermits.
LADY MACBETH	Your servants ever
LADY MACBETH	Have theirs, themselves, and what is theirs, in compt,
LADY MACBETH	To make their audit at your highness' pleasure,
LADY MACBETH	Still to return your own.
LADY MACBETH	He has almost supp'd: why have you left the chamber?
LADY MACBETH	Know you not he has?
LADY MACBETH	Was the hope drunk,
LADY MACBETH	Wherein you dress'd yourself? hath it slept since,
LADY MACBETH	And wakes it now, to look so green and pale
LADY MACBETH	At what it did so freely? From this time
LADY MACBETH	Such I account thy love. Art thou afeard
LADY MACBETH	To be the same in thine own act and valour
LADY MACBETH	As thou art in desire? Wouldst thou have that
LADY MACBETH	Which thou esteem'st the ornament of life,
LADY MACBETH	And live a coward in thine own esteem,
LADY MACBETH	Letting 'I dare not' wait upon 'I would,'
LADY MACBETH	Like the poor cat i' the adage?
LADY MACBETH	What beast was't, then,
LADY MACBETH	That made you break this enterprise to me?
LADY MACBETH	When you durst do it then you were a man;
LADY MACBETH	And, to be more than what you were, you would
LADY MACBETH	Be so much more the man. Nor time nor place
LADY MACBETH	Did then adhere, and yet you would make both:
LADY MACBETH	They have made themselves, and that their fitness now
LADY MACBETH	Does unmake you. I have given suck, and know
LADY MACBETH	How tender 'tis to love the babe that milks me:
LADY MACBETH	I would, while it was smiling in my face,
LADY MACBETH	Have pluck'd my nipple from his boneless gums,
LADY MACBETH	And dash'd the brains out, had I so sworn as you
LADY MACBETH	Have done to this.
LADY MACBETH	We fail!
LADY MACBETH	But screw your courage to the sticking-place,
LADY MACBETH	And we'll not fail. When Duncan is asleep,
LADY MACBETH	Whereto the rather shall his day's hard journey
LADY MACBETH	Soundly invite him, his two chamberlains
LADY MACBETH	Will I with wine and wassail so convince
LADY MACBETH	That memory, the warder of the brain,
LADY MACBETH	Shall be a fume, and the receipt of reason
LADY MACBETH	A limbeck only; when in swinish sleep
LADY MACBETH	Their drenched natures lie, as in a death,
LADY MACBETH	What cannot you and I perform upon
LADY MACBETH	The unguarded Duncan? what not put upon
LADY MACBETH	His spongy officers, who shall bear the guilt
LADY MACBETH	Of our great quell?
LADY MACBETH	Who dares receive it other,
LADY MACBETH	As we shall make our griefs and clamour roar
LADY MACBETH	Upon his death?
LADY MACBETH	That which hath made them drunk hath made me bold,
LADY MACBETH	What hath quench'd them hath given me fire. Hark!
LADY MACBETH	Peace!
LADY MACBETH	It was the owl that shriek'd, the fatal bellman,
LADY MACBETH	Which gives the stern'st good-night. He is about it:
LADY MACBETH	The doors are open, and the surfeited grooms
LADY MACBETH	Do mock their charge with snores: I have drugg'd their possets,
LADY MACBETH	That death and nature do contend about them,
LADY MACBETH	Whether they live or die.
LADY MACBETH	Alack! I am afraid they have awak'd,
LADY MACBETH	And 'tis not done; the attempt and not the deed
LADY MACBETH	Confounds us. Hark! I laid their daggers ready;
LADY MACBETH	He could not miss them. Had he not resembled
LADY MACBETH	My father as he slept I had done 't. My husband!
LADY MACBETH	I heard the owl scream and the crickets cry.
LADY MACBETH	Did not you speak?
LADY MACBETH	Now.
LADY MACBETH	Ay.
LADY MACBETH	Donalbain.
LADY MACBETH	A foolish thought to say a sorry sight.
LADY MACBETH	There are two lodg'd together.
LADY MACBETH	Consider it not so deeply.
LADY MACBETH	These deeds must not be thought
LADY MACBETH	After these ways; so, it will make us mad.
LADY MACBETH	What do you mean?
LADY MACBETH	Who was it that thus cried? Why, worthy thane,
LADY MACBETH	You do unbend your noble strength to think
LADY MACBETH	So brainsickly of things. Go get some water,
LADY MACBETH	And wash this filthy witness from your hand.
LADY MACBETH	Why did you bring these daggers from the place?
LADY MACBETH	They must lie there: go carry them, and smear
LADY MACBETH	The sleepy grooms with blood.
LADY MACBETH	Infirm of purpose!
LADY MACBETH	Give me the daggers. The sleeping and the dead
LADY MACBETH	Are but as pictures; 'tis the eye of childhood
LADY MACBETH	That fears a painted devil. If he do bleed,
LADY MACBETH	I'll gild the faces of the grooms withal;
LADY MACBETH	For it must seem their guilt.
LADY MACBETH	My hands are of your colour, but I shame
LADY MACBETH	To wear a heart so white.—
LADY MACBETH	I hear a knocking
LADY MACBETH	At the south entry; retire we to our chamber;
LADY MACBETH	A little water clears us of this deed;
LADY MACBETH	How easy is it, then! Your constancy
LADY MACBETH	Hath left you unattended.
LADY MACBETH	Hark! more knocking.
LADY MACBETH	Get on your night-gown, lest occasion call us,
LADY MACBETH	And show us to be watchers. Be not lost
LADY MACBETH	So poorly in your thoughts.
LADY MACBETH	What's the business,
LADY MACBETH	That such a hideous trumpet calls to parley
LADY MACBETH	The sleepers of the house? speak, speak!
LADY MACBETH	Woe, alas!
LADY MACBETH	What! in our house?
LADY MACBETH	Help me hence, ho!
LADY MACBETH	If he had been forgotten
LADY MACBETH	It had been as a gap in our great feast,
LADY MACBETH	And all-thing unbecoming.
LADY MACBETH	Is Banquo gone from court?
LADY MACBETH	Say to the king, I would attend his leisure
LADY MACBETH	For a few words.
LADY MACBETH	Nought's had, all's spent,
LADY MACBETH	Where our desire is got without content:
LADY MACBETH	'Tis safer to be that which we destroy
LADY MACBETH	Than by destruction dwell in doubtful joy.
LADY MACBETH	How now, my lord! why do you keep alone,
LADY MACBETH	Of sorriest fancies your companions making,
LADY MACBETH	Using those thoughts which should indeed have died
LADY MACBETH	With them they think on? Things without all remedy
LADY MACBETH	Should be without regard: what's done is done.
LADY MACBETH	Come on;
LADY MACBETH	Gentle my lord, sleek o'er your rugged looks;
LADY MACBETH	Be bright and jovial among your guests to-night.
LADY MACBETH	You must leave this.
LADY MACBETH	But in them nature's copy's not eterne.
LADY MACBETH	What's to be done?
LADY MACBETH	Pronounce it for me, sir, to all our friends;
LADY MACBETH	For my heart speaks they are welcome.
LADY MACBETH	My royal lord,
LADY MACBETH	You do not give the cheer: the feast is sold
LADY MACBETH	That is not often vouch'd, while 'tis a-making,
LADY MACBETH	'Tis given with welcome: to feed were best at home;
LADY MACBETH	From thence, the sauce to meat is ceremony;
LADY MACBETH	Meeting were bare without it.
LADY MACBETH	Sit, worthy friends: my lord is often thus,
LADY MACBETH	And hath been from his youth: pray you, keep seat;
LADY MACBETH	The fit is momentary; upon a thought
LADY MACBETH	He will again be well. If much you note him
LADY MACBETH	You shall offend him and extend his passion:
LADY MACBETH	Feed and regard him not. Are you a man?
LADY MACBETH	O proper stuff!
LADY MACBETH	This is the very painting of your fear;
LADY MACBETH	This is the air-drawn dagger which, you said,
LADY MACBETH	Led you to Duncan. O! these flaws and starts—
LADY MACBETH	Impostors to true fear—would well become
LADY MACBETH	A woman's story at a winter's fire,
LADY MACBETH	Authoriz'd by her grandam. Shame itself!
LADY MACBETH	Why do you make such faces? When all's done
LADY MACBETH	You look but on a stool.
LADY MACBETH	What! quite unmann'd in folly?
LADY MACBETH	Fie, for shame!
LADY MACBETH	My worthy lord,
LADY MACBETH	Your noble friends do lack you.
LADY MACBETH	Think of this, good peers,
LADY MACBETH	But as a thing of custom: 'tis no other;
LADY MACBETH	Only it spoils the pleasure of the time.
LADY MACBETH	You have displac'd the mirth, broke the good meeting,
LADY MACBETH	With most admir'd disorder.
LADY MACBETH	I pray you, speak not; he grows worse and worse;
LADY MACBETH	Question enrages him. At once, good-night:
LADY MACBETH	Stand not upon the order of your going,
LADY MACBETH	But go at once.
LADY MACBETH	A kind good-night to all!
LADY MACBETH	Almost at odds with morning, which is which.
LADY MACBETH	Did you send to him, sir?
LADY MACBETH	You lack the season of all natures, sleep.
LADY MACBETH	What had he done to make him fly the land?
LADY MACBETH	He had none:
LADY MACBETH	His flight was madness: when our actions do not,
LADY MACBETH	Our fears do make us traitors.
LADY MACBETH	Wisdom! to leave his wife, to leave his babes,
LADY MACBETH	His mansion and his titles in a place
LADY MACBETH	From whence himself does fly? He loves us not;
LADY MACBETH	He wants the natural touch; for the poor wren,
LADY MACBETH	The most diminutive of birds, will fight—
LADY MACBETH	Her young ones in her nest—against the owl.
LADY MACBETH	All is the fear and nothing is the love;
LADY MACBETH	As little is the wisdom, where the flight
LADY MACBETH	So runs against all reason.
LADY MACBETH	Father'd he is, and yet he's fatherless.
LADY MACBETH	Sirrah, your father's dead:
LADY MACBETH	And what will you do now? How will you live?
LADY MACBETH	What! with worms and flies?
LADY MACBETH	Poor bird! thou'dst never fear the net nor lime,
LADY MACBETH	The pit-fall nor the gin.
LADY MACBETH	Yes, he is dead: how wilt thou do for a father?
LADY MACBETH	Why, I can buy me twenty at any market.
LADY MACBETH	Thou speak'st with all thy wit; and yet, i' faith,
LADY MACBETH	With wit enough for thee.
LADY MACBETH	Ay, that he was.
LADY MACBETH	Why, one that swears and lies.
LADY MACBETH	Every one that does so is a traitor, and must be hanged.
LADY MACBETH	Every one.
LADY MACBETH	Why, the honest men.
LADY MACBETH	Now God help thee, poor monkey!
LADY MACBETH	But how wilt thou do for a father?
LADY MACBETH	Poor prattler, how thou talk'st!
LADY MACBETH	Whither should I fly?
LADY MACBETH	I have done no harm. But I remember now
LADY MACBETH	I am in this earthly world, where, to do harm
LADY MACBETH	Is often laudable, to do good sometime
LADY MACBETH	Accounted dangerous folly; why then, alas!
LADY MACBETH	Do I put up that womanly defence,
LADY MACBETH	To say I have done no harm?
LADY MACBETH	What are these faces?
LADY MACBETH	I hope in no place so unsanctified
LADY MACBETH	Where such as thou mayst find him.
LADY MACBETH	Yet here's a spot.
LADY MACBETH	Out, damned spot! out, I say! One; two: why, then, 'tis time to do't. Hell is murky! Fie, my lord, fie! a soldier, and afeard? What need we fear who knows it, when none can call our power to account? Yet who would have thought the old man to have had so much blood in him?
